"K","x.values","f.values"
199,-73.9862,130.86758514781
199,-73.9859,134.087218986193
199,-73.9855,134.166221122945
199,-73.9851,137.497942655036
199,-73.9848,117.669400447244
199,-73.9846,116.570171838613
199,-73.9843,119.553516283058
199,-73.984,125.870529440952
199,-73.9839,121.018446107619
199,-73.9838,107.04474389201
199,-73.9836,106.39271889201
199,-73.9832,98.9388677015343
199,-73.983,95.414869474584
199,-73.9828,98.048369474584
199,-73.9826,104.883088401138
199,-73.9824,100.13093897585
199,-73.9822,104.420357276504
199,-73.9818,102.141493888526
199,-73.9816,103.430409093204
199,-73.9814,92.5488096034081
199,-73.981,87.776118925442
199,-73.9809,80.2918580558768
199,-73.9806,75.7808858336546
199,-73.9803,71.5628530467693
199,-73.9801,70.9730567504729
199,-73.9798,71.3722317280111
199,-73.9795,69.4259187650482
199,-73.9791,38.7762268007625
199,-73.9789,38.207311083026
199,-73.9787,25.8553544163593
199,-73.9784,25.587162642855
199,-73.978,29.7282473650773
199,-73.9779,29.2939914126963
199,-73.9776,27.8056172992211
199,-73.9773,32.5902370908878
199,-73.977,44.0190019213962
199,-73.9765,41.979161785342
199,-73.976,52.7961532069107
199,-73.9758,52.2651254291328
199,-73.9756,57.6194349529424
199,-73.9752,63.4471913408632
199,-73.9746,67.4725698719367
199,-73.9743,65.83542304654
199,-73.9741,67.7304660572927
199,-73.9739,65.463457310937
199,-73.9734,65.2065062239803
199,-73.9727,61.1685503509644
199,-73.9725,64.8339357676312
199,-73.9721,65.1858455890597
199,-73.971,60.5495955890597
199,-73.9705,68.2781959988958
199,-73.9698,73.4219566505249
199,-73.9694,73.3007978454934
199,-73.9689,70.630458384709
199,-73.9685,69.3935847287953
199,-73.9678,79.1152753547311
199,-73.9676,83.7591103220514
199,-73.9669,82.7253525701134
199,-73.9665,82.8937641013927
199,-73.966,77.4621403329198
199,-73.9655,72.1599200948245
199,-73.9648,59.5603664548026
199,-73.9644,61.0071596646792
199,-73.9637,68.1816513060164
199,-73.9631,41.498002613206
199,-73.9626,26.9552844813378
199,-73.9624,27.2491637802796
199,-73.9617,22.3477003964413
199,-73.9611,16.6902417654888
199,-73.9607,21.1180132365773
199,-73.9603,23.3461679308414
199,-73.9597,23.4364181953916
199,-73.9592,8.92629379925637
199,-73.9584,-145.762740065224
199,-73.9578,-162.337931811256
199,-73.9575,-157.989991335066
199,-73.9571,-157.748201211609
199,-73.9566,-154.044385665422
199,-73.9564,-164.470095261382
199,-73.9559,-165.325712122412
199,-73.9554,-178.897369449998
199,-73.9549,-186.186095059754
199,-73.9546,-194.375868869278
199,-73.9542,-203.617106964516
199,-73.9538,-212.550505657326
199,-73.9534,-205.493515657326
199,-73.9531,-221.041102284467
199,-73.9529,-222.699025201134
199,-73.9528,-203.833015802638
199,-73.9524,-205.597035481938
199,-73.952,-269.469946791462
199,-73.9517,-270.38813699398
199,-73.9514,-264.983195937069
199,-73.9512,-260.529611219461
199,-73.9509,-247.26749856514
199,-73.9506,-244.839450075012
199,-73.9505,-244.637348884536
199,-73.9502,-266.715598210682
199,-73.9497,-299.677135100516
199,-73.9494,-304.896922979304
199,-73.949,-310.452816390157
199,-73.9487,-317.273665155589
199,-73.9484,-316.779247076493
199,-73.9481,-319.193258440129
199,-73.9478,-318.697176369422
199,-73.9475,-319.940578330206
199,-73.9469,-313.873035514834
199,-73.9464,-311.718608644086
199,-73.9459,-315.53338506685
199,-73.9452,-322.311727659443
199,-73.9444,-312.920962844628
199,-73.9435,-316.706329341227
199,-73.9425,-329.7234124794
199,-73.9417,-342.189469496944
199,-73.9415,-342.708527224216
199,-73.9406,-343.120800566887
199,-73.94,-340.623960289109
199,-73.9389,-339.865162670061
199,-73.9372,-343.137668225617
199,-73.9352,-353.492783225617
199,-73.9306,-365.473371366643
199,-73.9272,-372.751851366643
199,-73.9241,-376.905393883649
199,-73.9216,-370.85728435984
199,-73.9193,-369.554683932489
199,-73.9157,-363.875602233143
199,-73.9102,-367.513760396408
199,-73.8925,-382.848431965036
199,-73.8638,-381.166247324513
199,-73.8526,-379.757644893957
199,-73.8289,-375.500636560624
199,-73.7142,-361.664939893957
