"K","x.values","f.values"
200,40.7494,-50.5727747103258
200,40.751,-39.0360021947978
200,40.7514,-42.1007358549285
200,40.7518,-37.5384753674002
200,40.7522,-42.158988187913
200,40.753,-47.5962317335241
200,40.7535,-67.2347070421662
200,40.7539,-59.8994642424822
200,40.7548,-60.8734186449979
200,40.7554,-63.8304513830932
200,40.756,-64.3249141807122
200,40.7567,-70.8598069231899
200,40.7568,-70.9760788530145
200,40.7575,-66.3303366091472
200,40.7584,-62.9991056567664
200,40.7588,-71.116758930576
200,40.7593,-68.6281559479852
200,40.7595,-71.3847184479852
200,40.7601,-67.7358926238093
200,40.7604,-53.3150252373199
200,40.7606,-58.3240847292984
200,40.7609,-48.9607156816794
200,40.7611,-53.3504811256949
200,40.7612,-49.2161459405097
200,40.7615,-52.6710776071764
200,40.7619,-62.6294472308323
200,40.7621,-60.3861245491281
200,40.7628,-57.7351595491281
200,40.7632,-52.6517276833001
200,40.7633,-48.5436096277446
200,40.7636,-49.9605689134588
200,40.7639,-47.1625185989934
200,40.7645,-41.88499776566
200,40.7647,-38.2054084799459
200,40.7653,-46.2646916265379
200,40.7656,-33.9197838884426
200,40.7661,21.4437844876258
200,40.7664,22.3692550091676
200,40.7672,23.0712059895597
200,40.7675,21.5711884158636
200,40.7678,38.2672043425044
200,40.7681,48.9138832356835
200,40.7688,56.9943234530748
200,40.7692,57.591510622387
200,40.7695,54.4059216228086
200,40.7699,53.2882048034522
200,40.7703,52.8471804978966
200,40.7708,46.8560859813022
200,40.771,49.6226005646355
200,40.7715,66.9185710507466
200,40.7718,78.3193917906128
200,40.7723,74.8608360054888
200,40.773,72.5616195436353
200,40.7736,73.6087685335343
200,40.7743,68.1297668019326
200,40.7747,74.6469293019325
200,40.7752,84.5605904047186
200,40.7755,89.6734544398064
200,40.7759,119.312432656625
200,40.7762,121.78645747932
200,40.7768,107.638689752048
200,40.7773,112.96601003593
200,40.7776,118.488224321645
200,40.7779,133.631321805921
200,40.7784,132.41931611234
200,40.779,140.303211537176
200,40.7796,130.709646818561
200,40.78,129.219135161815
200,40.7803,130.925159751979
200,40.7805,135.162675797528
200,40.7811,119.175245341179
200,40.7817,116.98027703132
200,40.7824,136.81791765632
200,40.7832,131.869466227748
200,40.7838,135.805382894415
200,40.7845,135.344743500476
200,40.786,138.838227131428
200,40.7866,133.839453580704
200,40.7878,133.493600614956
200,40.7892,122.230189630107
200,40.79,121.84830020703
200,40.7912,137.25433718778
200,40.7929,135.851892743335
200,40.7942,105.820541685134
200,40.7953,96.8813414300321
200,40.796,84.5689426205082
200,40.7968,81.7228004636454
200,40.7984,72.7003964306037
200,40.7995,83.4851873580858
200,40.8007,65.1495030547347
200,40.8015,79.8152892866187
200,40.8031,86.1131751171344
200,40.8059,173.443128235272
200,40.8143,156.738199938971
200,40.8198,149.473095423178
200,40.8218,152.962684604464
200,40.8246,156.350967980315
200,40.8274,165.619267625705
200,40.8328,166.538555820149
200,40.8379,183.068881917255
200,40.8435,179.727724923207
200,40.8467,207.220751300425
200,40.8575,198.38563962242
200,40.8685,221.383901289087
200,40.9094,257.45693462242
